,path,original_transcript,noise_type,asr_transcript,translation,wer,cer,mer,wip
123,samples_with_noise_snr5/common_voice_uk_32413786_hallway.wav,от за це люблю,hallway,от за це люди,Because of this people,0.25,0.21428571428571427,0.25,0.5625
124,samples_with_noise_snr5/common_voice_uk_32413786_kitchen.wav,от за це люблю,kitchen,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
125,samples_with_noise_snr5/common_voice_uk_32413786_living.wav,от за це люблю,living,і от за це люблю,and for that I love,0.25,0.14285714285714285,0.2,0.8
126,samples_with_noise_snr5/common_voice_uk_32413786_meeting.wav,от за це люблю,meeting,а от ця люде люта а вуж,and from this people fierce and narrow,1.5,1.0714285714285714,0.8571428571428571,0.03571428571428571
127,samples_with_noise_snr5/common_voice_uk_32413786_metro.wav,от за це люблю,metro,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
128,samples_with_noise_snr5/common_voice_uk_32413786_office.wav,от за це люблю,office,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
129,samples_with_noise_snr5/common_voice_uk_32413786_park.wav,от за це люблю,park,як ось за це люблю і гайдарі,That's why I love Gaidar.,1.0,1.0714285714285714,0.5714285714285714,0.3214285714285714
130,samples_with_noise_snr5/common_voice_uk_32413786_resto.wav,от за це люблю,resto,от за земно,from behind the Earth,0.5,0.5,0.5,0.3333333333333333
131,samples_with_noise_snr5/common_voice_uk_32413786_river.wav,от за це люблю,river,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
132,samples_with_noise_snr5/common_voice_uk_32413786_square.wav,от за це люблю,square,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
133,samples_with_noise_snr5/common_voice_uk_32413786_station.wav,от за це люблю,station,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
134,samples_with_noise_snr5/common_voice_uk_32413786_traffic.wav,от за це люблю,traffic,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
135,samples_with_noise_snr5/common_voice_uk_32413786_washing.wav,от за це люблю,washing,от за це люблю,I love it for that.,0.0,0.0,0.0,1.0
136,samples_with_noise_snr5/common_voice_uk_29092801_bus.wav,любуйся як дидона стогне,bus,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
137,samples_with_noise_snr5/common_voice_uk_29092801_cafeteria.wav,любуйся як дидона стогне,cafeteria,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
138,samples_with_noise_snr5/common_voice_uk_29092801_car.wav,любуйся як дидона стогне,car,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
139,samples_with_noise_snr5/common_voice_uk_29092801_field.wav,любуйся як дидона стогне,field,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
140,samples_with_noise_snr5/common_voice_uk_29092801_hallway.wav,любуйся як дидона стогне,hallway,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
141,samples_with_noise_snr5/common_voice_uk_29092801_kitchen.wav,любуйся як дидона стогне,kitchen,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
142,samples_with_noise_snr5/common_voice_uk_29092801_living.wav,любуйся як дидона стогне,living,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
143,samples_with_noise_snr5/common_voice_uk_29092801_meeting.wav,любуйся як дидона стогне,meeting,любуйся як дидона стогне вудослискив провідних леніна казав а аонтофіл,Admire how didona moans voodoo leading lenin said aontophil,1.5,1.9166666666666667,0.6,0.4
144,samples_with_noise_snr5/common_voice_uk_29092801_metro.wav,любуйся як дидона стогне,metro,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
145,samples_with_noise_snr5/common_voice_uk_29092801_office.wav,любуйся як дидона стогне,office,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
146,samples_with_noise_snr5/common_voice_uk_29092801_park.wav,любуйся як дидона стогне,park,любуйся як дидона стогне люди вони для,see how didona moan people they for,0.75,0.5833333333333334,0.42857142857142855,0.5714285714285714
147,samples_with_noise_snr5/common_voice_uk_29092801_resto.wav,любуйся як дидона стогне,resto,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
148,samples_with_noise_snr5/common_voice_uk_29092801_river.wav,любуйся як дидона стогне,river,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
149,samples_with_noise_snr5/common_voice_uk_29092801_square.wav,любуйся як дидона стогне,square,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
150,samples_with_noise_snr5/common_voice_uk_29092801_station.wav,любуйся як дидона стогне,station,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
151,samples_with_noise_snr5/common_voice_uk_29092801_traffic.wav,любуйся як дидона стогне,traffic,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
152,samples_with_noise_snr5/common_voice_uk_29092801_washing.wav,любуйся як дидона стогне,washing,любуйся як дидона стогне,Look at Dido moaning.,0.0,0.0,0.0,1.0
153,samples_with_noise_snr5/common_voice_uk_25828714_bus.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",bus,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
154,samples_with_noise_snr5/common_voice_uk_25828714_cafeteria.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",cafeteria,повертаючись із орди помер в кориться великий володимирський князь ярослав ярославович,Returning from the horde died in obedience to the great Vladimir prince Yaroslav Yaroslavovich,0.18181818181818182,0.08235294117647059,0.18181818181818182,0.6694214876033059
155,samples_with_noise_snr5/common_voice_uk_25828714_car.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",car,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
156,samples_with_noise_snr5/common_voice_uk_25828714_field.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",field,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
157,samples_with_noise_snr5/common_voice_uk_25828714_hallway.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",hallway,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
158,samples_with_noise_snr5/common_voice_uk_25828714_kitchen.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",kitchen,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
159,samples_with_noise_snr5/common_voice_uk_25828714_living.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",living,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
160,samples_with_noise_snr5/common_voice_uk_25828714_meeting.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",meeting,повертаючись із орди помер в дорозі великий володимирський князь яросав ярослава ложкофіллегі,Returning from the horde died on the road the great Vladimir prince Yaroslav spoonfillegi,0.36363636363636365,0.17647058823529413,0.3333333333333333,0.48484848484848486
161,samples_with_noise_snr5/common_voice_uk_25828714_metro.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",metro,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
162,samples_with_noise_snr5/common_voice_uk_25828714_office.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",office,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
163,samples_with_noise_snr5/common_voice_uk_25828714_park.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",park,повертаючись із орди помер в дорозі воли воімирський князь ярослав ярославович,Returning from the horde died in the way of the will of the Prince Yaroslav Yaroslavovich,0.2727272727272727,0.10588235294117647,0.2727272727272727,0.5289256198347108
164,samples_with_noise_snr5/common_voice_uk_25828714_resto.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",resto,повертаючись із орди помер у дорозі великий батамирьій князь ярослав ярослава,Returning from the horde died on the road the great batamyrius Prince Yaroslav Yaroslav,0.36363636363636365,0.17647058823529413,0.36363636363636365,0.4049586776859504
165,samples_with_noise_snr5/common_voice_uk_25828714_river.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",river,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
166,samples_with_noise_snr5/common_voice_uk_25828714_square.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",square,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
167,samples_with_noise_snr5/common_voice_uk_25828714_station.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",station,повертаючись із орди помер в дорозі великий володимир кий князь ярослав ярославович,Returning from the horde died on the road the great Vladimir Prince Yaroslav Yaroslavovich,0.2727272727272727,0.03529411764705882,0.25,0.6136363636363636
168,samples_with_noise_snr5/common_voice_uk_25828714_traffic.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",traffic,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
169,samples_with_noise_snr5/common_voice_uk_25828714_washing.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",washing,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich,0.09090909090909091,0.011764705882352941,0.09090909090909091,0.8264462809917354
170,samples_with_noise_snr5/common_voice_uk_33339057_bus.wav,господь вислухав їх молитви,bus,по з поль високі полотнах мене,by Paul High canvases me,1.5,0.8148148148148148,1.0,0.0
171,samples_with_noise_snr5/common_voice_uk_33339057_cafeteria.wav,господь вислухав їх молитви,cafeteria,господь би собі коли а на,If God were on a,1.25,0.5925925925925926,0.8333333333333334,0.041666666666666664
172,samples_with_noise_snr5/common_voice_uk_33339057_car.wav,господь вислухав їх молитви,car,про з поль би слухав їх побити,About Paul would listen to beat them,1.5,0.4074074074074074,0.8571428571428571,0.03571428571428571
173,samples_with_noise_snr5/common_voice_uk_33339057_field.wav,господь вислухав їх молитви,field,а з поль би слухав їх коли ти,Paul would listen to you.,1.75,0.37037037037037035,0.875,0.03125
174,samples_with_noise_snr5/common_voice_uk_33339057_hallway.wav,господь вислухав їх молитви,hallway,господь вислухав їх молитва,God listened to their prayer.,0.25,0.037037037037037035,0.25,0.5625
175,samples_with_noise_snr5/common_voice_uk_33339057_kitchen.wav,господь вислухав їх молитви,kitchen,про з поль вислухав лісовики,About Paul listened to the foresters,1.25,0.48148148148148145,0.8333333333333334,0.05
176,samples_with_noise_snr5/common_voice_uk_33339057_living.wav,господь вислухав їх молитви,living,господь вислухав їх политі,God listened to them.,0.25,0.1111111111111111,0.25,0.5625
177,samples_with_noise_snr5/common_voice_uk_33339057_meeting.wav,господь вислухав їх молитви,meeting,а осавул до сам їх поли аудаслискив ловці вони і,and drained to their very poles the audaslicious trap they and,2.25,1.3703703703703705,0.9,0.025
178,samples_with_noise_snr5/common_voice_uk_33339057_metro.wav,господь вислухав їх молитви,metro,господь би уха їх ловити,God would catch them.,0.75,0.25925925925925924,0.6,0.2
179,samples_with_noise_snr5/common_voice_uk_33339057_office.wav,господь вислухав їх молитви,office,про з поль вислухав їх ловити,About Paul listened to them catch,1.0,0.3333333333333333,0.6666666666666666,0.16666666666666666
180,samples_with_noise_snr5/common_voice_uk_33339057_park.wav,господь вислухав їх молитви,park,вас поль висловів полотна,the Field of Expressions,1.0,0.5185185185185185,1.0,0.0
181,samples_with_noise_snr5/common_voice_uk_33339057_resto.wav,господь вислухав їх молитви,resto,осколки сіли,Shards,1.0,0.7407407407407407,1.0,0.0
182,samples_with_noise_snr5/common_voice_uk_33339057_river.wav,господь вислухав їх молитви,river,вас поль вислухав їх побити,Paul listened to them.,0.75,0.25925925925925924,0.6,0.2
183,samples_with_noise_snr5/common_voice_uk_33339057_square.wav,господь вислухав їх молитви,square,вас поль би слухав їх ловити,Paul would listen to them.,1.25,0.3333333333333333,0.8333333333333334,0.041666666666666664
184,samples_with_noise_snr5/common_voice_uk_33339057_station.wav,господь вислухав їх молитви,station,вас поль би біг побити,Paul would run to beat you,1.25,0.6296296296296297,1.0,0.0
185,samples_with_noise_snr5/common_voice_uk_33339057_traffic.wav,господь вислухав їх молитви,traffic,про з поль вислухав їх коли ти,Paul listened to you.,1.25,0.3333333333333333,0.7142857142857143,0.14285714285714285
186,samples_with_noise_snr5/common_voice_uk_33339057_washing.wav,господь вислухав їх молитви,washing,про з поль би слухав їх ловити,Paul would listen to them.,1.5,0.4074074074074074,0.8571428571428571,0.03571428571428571
187,samples_with_noise_snr5/common_voice_uk_21349472_bus.wav,взяти ноги на плечі,bus,взяти ноги на всречі того,Take your feet on the edge of that,0.5,0.42105263157894735,0.4,0.44999999999999996
188,samples_with_noise_snr5/common_voice_uk_21349472_cafeteria.wav,взяти ноги на плечі,cafeteria,взяти ноги на освячені,take feet on sanctified,0.25,0.3157894736842105,0.25,0.5625
189,samples_with_noise_snr5/common_voice_uk_21349472_car.wav,взяти ноги на плечі,car,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
190,samples_with_noise_snr5/common_voice_uk_21349472_field.wav,взяти ноги на плечі,field,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
191,samples_with_noise_snr5/common_voice_uk_21349472_hallway.wav,взяти ноги на плечі,hallway,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
192,samples_with_noise_snr5/common_voice_uk_21349472_kitchen.wav,взяти ноги на плечі,kitchen,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
193,samples_with_noise_snr5/common_voice_uk_21349472_living.wav,взяти ноги на плечі,living,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
194,samples_with_noise_snr5/common_voice_uk_21349472_meeting.wav,взяти ноги на плечі,meeting,взяти ноги на речі а у досі,Take your feet on things and still,1.0,0.5789473684210527,0.5714285714285714,0.3214285714285714
195,samples_with_noise_snr5/common_voice_uk_21349472_metro.wav,взяти ноги на плечі,metro,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
196,samples_with_noise_snr5/common_voice_uk_21349472_office.wav,взяти ноги на плечі,office,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
197,samples_with_noise_snr5/common_voice_uk_21349472_park.wav,взяти ноги на плечі,park,взяти ноги ні речі,take feet no things,0.5,0.15789473684210525,0.5,0.25
198,samples_with_noise_snr5/common_voice_uk_21349472_resto.wav,взяти ноги на плечі,resto,взяти ноги не меч,Feet are not a sword.,0.5,0.21052631578947367,0.5,0.25
199,samples_with_noise_snr5/common_voice_uk_21349472_river.wav,взяти ноги на плечі,river,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
200,samples_with_noise_snr5/common_voice_uk_21349472_square.wav,взяти ноги на плечі,square,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
201,samples_with_noise_snr5/common_voice_uk_21349472_station.wav,взяти ноги на плечі,station,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
202,samples_with_noise_snr5/common_voice_uk_21349472_traffic.wav,взяти ноги на плечі,traffic,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
203,samples_with_noise_snr5/common_voice_uk_21349472_washing.wav,взяти ноги на плечі,washing,взяти ноги на плечі,Get your feet on your shoulder.,0.0,0.0,0.0,1.0
204,samples_with_noise_snr5/common_voice_uk_27109869_bus.wav,туди за районного отамана кузь- менко піде,bus,туди за районного отамана козьменкапіє,the District Ataman Kozmenkapie,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.45714285714285713
205,samples_with_noise_snr5/common_voice_uk_27109869_cafeteria.wav,туди за районного отамана кузь- менко піде,cafeteria,туди за районного отамана кожьменкавід,the District of Ataman,0.42857142857142855,0.19047619047619047,0.42857142857142855,0.45714285714285713
206,samples_with_noise_snr5/common_voice_uk_27109869_car.wav,туди за районного отамана кузь- менко піде,car,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
207,samples_with_noise_snr5/common_voice_uk_27109869_field.wav,туди за районного отамана кузь- менко піде,field,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
208,samples_with_noise_snr5/common_voice_uk_27109869_hallway.wav,туди за районного отамана кузь- менко піде,hallway,туди за районного отамана кузь менко піде,There for the district Ataman Kuz Menco will go,0.14285714285714285,0.023809523809523808,0.14285714285714285,0.7346938775510203
209,samples_with_noise_snr5/common_voice_uk_27109869_kitchen.wav,туди за районного отамана кузь- менко піде,kitchen,туди за районного сама на козьменка піде,There for the district itself on the goat will go,0.42857142857142855,0.16666666666666666,0.42857142857142855,0.32653061224489793
210,samples_with_noise_snr5/common_voice_uk_27109869_living.wav,туди за районного отамана кузь- менко піде,living,туди за районного отамана кузь менко піде,There for the district Ataman Kuz Menco will go,0.14285714285714285,0.023809523809523808,0.14285714285714285,0.7346938775510203
211,samples_with_noise_snr5/common_voice_uk_27109869_meeting.wav,туди за районного отамана кузь- менко піде,meeting,а ото люди за районного отамана козьменкобі весь ліків хлопці до них,And here are the people for the district Ataman Kozmenkobi all the medicine guys before them,1.2857142857142858,0.7857142857142857,0.75,0.10714285714285714
212,samples_with_noise_snr5/common_voice_uk_27109869_metro.wav,туди за районного отамана кузь- менко піде,metro,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
213,samples_with_noise_snr5/common_voice_uk_27109869_office.wav,туди за районного отамана кузь- менко піде,office,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
214,samples_with_noise_snr5/common_voice_uk_27109869_park.wav,туди за районного отамана кузь- менко піде,park,туди за районного отамана козменкатуеяа і,the District of Ataman and Kozmenkatueya,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.38095238095238093
215,samples_with_noise_snr5/common_voice_uk_27109869_resto.wav,туди за районного отамана кузь- менко піде,resto,туди за районного отамана кузь менко ти,the Ataman District Council,0.2857142857142857,0.11904761904761904,0.2857142857142857,0.5102040816326531
216,samples_with_noise_snr5/common_voice_uk_27109869_river.wav,туди за районного отамана кузь- менко піде,river,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
217,samples_with_noise_snr5/common_voice_uk_27109869_square.wav,туди за районного отамана кузь- менко піде,square,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
218,samples_with_noise_snr5/common_voice_uk_27109869_station.wav,туди за районного отамана кузь- менко піде,station,туди за районного отамана козменкапийде,the District Ataman Kozmenkapiyde,0.42857142857142855,0.19047619047619047,0.42857142857142855,0.45714285714285713
219,samples_with_noise_snr5/common_voice_uk_27109869_traffic.wav,туди за районного отамана кузь- менко піде,traffic,туди за районного отамана козьменкапійде,the District Ataman Kozmenkapide,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.45714285714285713
220,samples_with_noise_snr5/common_voice_uk_27109869_washing.wav,туди за районного отамана кузь- менко піде,washing,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko,0.2857142857142857,0.09523809523809523,0.2857142857142857,0.5952380952380952
221,samples_with_noise_snr5/common_voice_uk_28744536_bus.wav,що пропаду от лиш не видно,bus,що пропаду латиш не виду,I don't think I'm going to miss Latish.,0.5,0.23076923076923078,0.5,0.3
222,samples_with_noise_snr5/common_voice_uk_28744536_cafeteria.wav,що пропаду от лиш не видно,cafeteria,що пропаду а пишне лузі,that I'm going to disappear a magnificent meadow,0.6666666666666666,0.34615384615384615,0.6666666666666666,0.13333333333333333
223,samples_with_noise_snr5/common_voice_uk_28744536_car.wav,що пропаду от лиш не видно,car,що пропаду от лиш не видно,I can't see what's missing.,0.0,0.0,0.0,1.0
224,samples_with_noise_snr5/common_voice_uk_28744536_field.wav,що пропаду от лиш не видно,field,що пропаду от лиш не видно,I can't see what's missing.,0.0,0.0,0.0,1.0
225,samples_with_noise_snr5/common_voice_uk_28744536_hallway.wav,що пропаду от лиш не видно,hallway,що пропаду от лиш не виду,I just don't look like I'm missing.,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.6944444444444445
226,samples_with_noise_snr5/common_voice_uk_28744536_kitchen.wav,що пропаду от лиш не видно,kitchen,що пропаду от лиш не виду,I just don't look like I'm missing.,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.6944444444444445
227,samples_with_noise_snr5/common_voice_uk_28744536_living.wav,що пропаду от лиш не видно,living,що пропаду а пишне виду,that I will disappear a magnificent sight,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.13333333333333333
228,samples_with_noise_snr5/common_voice_uk_28744536_meeting.wav,що пропаду от лиш не видно,meeting,що пропаду латиш на воді,that I'll miss the latish on the water,0.6666666666666666,0.3076923076923077,0.6666666666666666,0.13333333333333333
229,samples_with_noise_snr5/common_voice_uk_28744536_metro.wav,що пропаду от лиш не видно,metro,що пропаду от лиш не виду,I just don't look like I'm missing.,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.6944444444444445
230,samples_with_noise_snr5/common_voice_uk_28744536_office.wav,що пропаду от лиш не видно,office,що пропаду от лиш не виду,I just don't look like I'm missing.,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.6944444444444445
231,samples_with_noise_snr5/common_voice_uk_28744536_park.wav,що пропаду от лиш не видно,park,що пропаду от лиш не видно,I can't see what's missing.,0.0,0.0,0.0,1.0
232,samples_with_noise_snr5/common_voice_uk_28744536_resto.wav,що пропаду от лиш не видно,resto,що пропаду по слушні люди,that I'm missing the right people,0.6666666666666666,0.38461538461538464,0.6666666666666666,0.13333333333333333
233,samples_with_noise_snr5/common_voice_uk_28744536_river.wav,що пропаду от лиш не видно,river,що пропаду от лиш не видно,I can't see what's missing.,0.0,0.0,0.0,1.0
234,samples_with_noise_snr5/common_voice_uk_28744536_square.wav,що пропаду от лиш не видно,square,що пропаду от лиш не визнав,I just didn't admit it.,0.16666666666666666,0.11538461538461539,0.16666666666666666,0.6944444444444445
235,samples_with_noise_snr5/common_voice_uk_28744536_station.wav,що пропаду от лиш не видно,station,що пропаду по слушне виду,that I'm missing in the right way,0.6666666666666666,0.2692307692307692,0.6666666666666666,0.13333333333333333
236,samples_with_noise_snr5/common_voice_uk_28744536_traffic.wav,що пропаду от лиш не видно,traffic,що пропаду от лиш не виду,I just don't look like I'm missing.,0.16666666666666666,0.07692307692307693,0.16666666666666666,0.6944444444444445
237,samples_with_noise_snr5/common_voice_uk_28744536_washing.wav,що пропаду от лиш не видно,washing,що пропаду от лиш не видно,I can't see what's missing.,0.0,0.0,0.0,1.0
238,samples_with_noise_snr5/common_voice_uk_21639338_bus.wav,іде в три дороги,bus,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
239,samples_with_noise_snr5/common_voice_uk_21639338_cafeteria.wav,іде в три дороги,cafeteria,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
240,samples_with_noise_snr5/common_voice_uk_21639338_car.wav,іде в три дороги,car,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
241,samples_with_noise_snr5/common_voice_uk_21639338_field.wav,іде в три дороги,field,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
242,samples_with_noise_snr5/common_voice_uk_21639338_hallway.wav,іде в три дороги,hallway,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
243,samples_with_noise_snr5/common_voice_uk_21639338_kitchen.wav,іде в три дороги,kitchen,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
244,samples_with_noise_snr5/common_voice_uk_21639338_living.wav,іде в три дороги,living,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
245,samples_with_noise_snr5/common_voice_uk_21639338_meeting.wav,іде в три дороги,meeting,іде в три дороги а у до,There are three ways to go.,0.75,0.4375,0.42857142857142855,0.5714285714285714
246,samples_with_noise_snr5/common_voice_uk_21639338_metro.wav,іде в три дороги,metro,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
247,samples_with_noise_snr5/common_voice_uk_21639338_office.wav,іде в три дороги,office,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
248,samples_with_noise_snr5/common_voice_uk_21639338_park.wav,іде в три дороги,park,іде трої дороги,The Three Roads,0.5,0.25,0.5,0.3333333333333333
249,samples_with_noise_snr5/common_voice_uk_21639338_resto.wav,іде в три дороги,resto,іде трої дороги,The Three Roads,0.5,0.25,0.5,0.3333333333333333
250,samples_with_noise_snr5/common_voice_uk_21639338_river.wav,іде в три дороги,river,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
251,samples_with_noise_snr5/common_voice_uk_21639338_square.wav,іде в три дороги,square,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
252,samples_with_noise_snr5/common_voice_uk_21639338_station.wav,іде в три дороги,station,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
253,samples_with_noise_snr5/common_voice_uk_21639338_traffic.wav,іде в три дороги,traffic,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
254,samples_with_noise_snr5/common_voice_uk_21639338_washing.wav,іде в три дороги,washing,іде в три дороги,It goes three ways.,0.0,0.0,0.0,1.0
