,path,original_transcript,noise_type,asr_transcript,translation
161,samples_with_noise_snr5/common_voice_uk_25828714_metro.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",metro,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
162,samples_with_noise_snr5/common_voice_uk_25828714_office.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",office,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
163,samples_with_noise_snr5/common_voice_uk_25828714_park.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",park,повертаючись із орди помер в дорозі воли воімирський князь ярослав ярославович,Returning from the horde died in the way of the will of the Prince Yaroslav Yaroslavovich
164,samples_with_noise_snr5/common_voice_uk_25828714_resto.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",resto,повертаючись із орди помер у дорозі великий батамирьій князь ярослав ярослава,Returning from the horde died on the road the great batamyrius Prince Yaroslav Yaroslav
165,samples_with_noise_snr5/common_voice_uk_25828714_river.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",river,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
166,samples_with_noise_snr5/common_voice_uk_25828714_square.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",square,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
167,samples_with_noise_snr5/common_voice_uk_25828714_station.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",station,повертаючись із орди помер в дорозі великий володимир кий князь ярослав ярославович,Returning from the horde died on the road the great Vladimir Prince Yaroslav Yaroslavovich
168,samples_with_noise_snr5/common_voice_uk_25828714_traffic.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",traffic,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
169,samples_with_noise_snr5/common_voice_uk_25828714_washing.wav,"повертаючись із орди, помер в дорозі великий володимирський князь ярослав ярославович",washing,повертаючись із орди помер в дорозі великий володимирський князь ярослав ярославович,Returning from the horde died on the road the great Vladimir prince Yaroslav Yaroslavovich
170,samples_with_noise_snr5/common_voice_uk_33339057_bus.wav,господь вислухав їх молитви,bus,по з поль високі полотнах мене,by Paul High canvases me
171,samples_with_noise_snr5/common_voice_uk_33339057_cafeteria.wav,господь вислухав їх молитви,cafeteria,господь би собі коли а на,If God were on a
172,samples_with_noise_snr5/common_voice_uk_33339057_car.wav,господь вислухав їх молитви,car,про з поль би слухав їх побити,About Paul would listen to beat them
173,samples_with_noise_snr5/common_voice_uk_33339057_field.wav,господь вислухав їх молитви,field,а з поль би слухав їх коли ти,Paul would listen to you.
174,samples_with_noise_snr5/common_voice_uk_33339057_hallway.wav,господь вислухав їх молитви,hallway,господь вислухав їх молитва,God listened to their prayer.
175,samples_with_noise_snr5/common_voice_uk_33339057_kitchen.wav,господь вислухав їх молитви,kitchen,про з поль вислухав лісовики,About Paul listened to the foresters
176,samples_with_noise_snr5/common_voice_uk_33339057_living.wav,господь вислухав їх молитви,living,господь вислухав їх политі,God listened to them.
177,samples_with_noise_snr5/common_voice_uk_33339057_meeting.wav,господь вислухав їх молитви,meeting,а осавул до сам їх поли аудаслискив ловці вони і,and drained to their very poles the audaslicious trap they and
178,samples_with_noise_snr5/common_voice_uk_33339057_metro.wav,господь вислухав їх молитви,metro,господь би уха їх ловити,God would catch them.
179,samples_with_noise_snr5/common_voice_uk_33339057_office.wav,господь вислухав їх молитви,office,про з поль вислухав їх ловити,About Paul listened to them catch
180,samples_with_noise_snr5/common_voice_uk_33339057_park.wav,господь вислухав їх молитви,park,вас поль висловів полотна,the Field of Expressions
181,samples_with_noise_snr5/common_voice_uk_33339057_resto.wav,господь вислухав їх молитви,resto,осколки сіли,Shards
182,samples_with_noise_snr5/common_voice_uk_33339057_river.wav,господь вислухав їх молитви,river,вас поль вислухав їх побити,Paul listened to them.
183,samples_with_noise_snr5/common_voice_uk_33339057_square.wav,господь вислухав їх молитви,square,вас поль би слухав їх ловити,Paul would listen to them.
184,samples_with_noise_snr5/common_voice_uk_33339057_station.wav,господь вислухав їх молитви,station,вас поль би біг побити,Paul would run to beat you
185,samples_with_noise_snr5/common_voice_uk_33339057_traffic.wav,господь вислухав їх молитви,traffic,про з поль вислухав їх коли ти,Paul listened to you.
186,samples_with_noise_snr5/common_voice_uk_33339057_washing.wav,господь вислухав їх молитви,washing,про з поль би слухав їх ловити,Paul would listen to them.
187,samples_with_noise_snr5/common_voice_uk_21349472_bus.wav,взяти ноги на плечі,bus,взяти ноги на всречі того,Take your feet on the edge of that
188,samples_with_noise_snr5/common_voice_uk_21349472_cafeteria.wav,взяти ноги на плечі,cafeteria,взяти ноги на освячені,take feet on sanctified
189,samples_with_noise_snr5/common_voice_uk_21349472_car.wav,взяти ноги на плечі,car,взяти ноги на плечі,Get your feet on your shoulder.
190,samples_with_noise_snr5/common_voice_uk_21349472_field.wav,взяти ноги на плечі,field,взяти ноги на плечі,Get your feet on your shoulder.
191,samples_with_noise_snr5/common_voice_uk_21349472_hallway.wav,взяти ноги на плечі,hallway,взяти ноги на плечі,Get your feet on your shoulder.
192,samples_with_noise_snr5/common_voice_uk_21349472_kitchen.wav,взяти ноги на плечі,kitchen,взяти ноги на плечі,Get your feet on your shoulder.
193,samples_with_noise_snr5/common_voice_uk_21349472_living.wav,взяти ноги на плечі,living,взяти ноги на плечі,Get your feet on your shoulder.
194,samples_with_noise_snr5/common_voice_uk_21349472_meeting.wav,взяти ноги на плечі,meeting,взяти ноги на речі а у досі,Take your feet on things and still
195,samples_with_noise_snr5/common_voice_uk_21349472_metro.wav,взяти ноги на плечі,metro,взяти ноги на плечі,Get your feet on your shoulder.
196,samples_with_noise_snr5/common_voice_uk_21349472_office.wav,взяти ноги на плечі,office,взяти ноги на плечі,Get your feet on your shoulder.
197,samples_with_noise_snr5/common_voice_uk_21349472_park.wav,взяти ноги на плечі,park,взяти ноги ні речі,take feet no things
198,samples_with_noise_snr5/common_voice_uk_21349472_resto.wav,взяти ноги на плечі,resto,взяти ноги не меч,Feet are not a sword.
199,samples_with_noise_snr5/common_voice_uk_21349472_river.wav,взяти ноги на плечі,river,взяти ноги на плечі,Get your feet on your shoulder.
200,samples_with_noise_snr5/common_voice_uk_21349472_square.wav,взяти ноги на плечі,square,взяти ноги на плечі,Get your feet on your shoulder.
201,samples_with_noise_snr5/common_voice_uk_21349472_station.wav,взяти ноги на плечі,station,взяти ноги на плечі,Get your feet on your shoulder.
202,samples_with_noise_snr5/common_voice_uk_21349472_traffic.wav,взяти ноги на плечі,traffic,взяти ноги на плечі,Get your feet on your shoulder.
203,samples_with_noise_snr5/common_voice_uk_21349472_washing.wav,взяти ноги на плечі,washing,взяти ноги на плечі,Get your feet on your shoulder.
204,samples_with_noise_snr5/common_voice_uk_27109869_bus.wav,туди за районного отамана кузь- менко піде,bus,туди за районного отамана козьменкапіє,the District Ataman Kozmenkapie
205,samples_with_noise_snr5/common_voice_uk_27109869_cafeteria.wav,туди за районного отамана кузь- менко піде,cafeteria,туди за районного отамана кожьменкавід,the District of Ataman
206,samples_with_noise_snr5/common_voice_uk_27109869_car.wav,туди за районного отамана кузь- менко піде,car,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
207,samples_with_noise_snr5/common_voice_uk_27109869_field.wav,туди за районного отамана кузь- менко піде,field,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
208,samples_with_noise_snr5/common_voice_uk_27109869_hallway.wav,туди за районного отамана кузь- менко піде,hallway,туди за районного отамана кузь менко піде,There for the district Ataman Kuz Menco will go
209,samples_with_noise_snr5/common_voice_uk_27109869_kitchen.wav,туди за районного отамана кузь- менко піде,kitchen,туди за районного сама на козьменка піде,There for the district itself on the goat will go
210,samples_with_noise_snr5/common_voice_uk_27109869_living.wav,туди за районного отамана кузь- менко піде,living,туди за районного отамана кузь менко піде,There for the district Ataman Kuz Menco will go
211,samples_with_noise_snr5/common_voice_uk_27109869_meeting.wav,туди за районного отамана кузь- менко піде,meeting,а ото люди за районного отамана козьменкобі весь ліків хлопці до них,And here are the people for the district Ataman Kozmenkobi all the medicine guys before them
212,samples_with_noise_snr5/common_voice_uk_27109869_metro.wav,туди за районного отамана кузь- менко піде,metro,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
213,samples_with_noise_snr5/common_voice_uk_27109869_office.wav,туди за районного отамана кузь- менко піде,office,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
214,samples_with_noise_snr5/common_voice_uk_27109869_park.wav,туди за районного отамана кузь- менко піде,park,туди за районного отамана козменкатуеяа і,the District of Ataman and Kozmenkatueya
215,samples_with_noise_snr5/common_voice_uk_27109869_resto.wav,туди за районного отамана кузь- менко піде,resto,туди за районного отамана кузь менко ти,the Ataman District Council
216,samples_with_noise_snr5/common_voice_uk_27109869_river.wav,туди за районного отамана кузь- менко піде,river,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
217,samples_with_noise_snr5/common_voice_uk_27109869_square.wav,туди за районного отамана кузь- менко піде,square,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
218,samples_with_noise_snr5/common_voice_uk_27109869_station.wav,туди за районного отамана кузь- менко піде,station,туди за районного отамана козменкапийде,the District Ataman Kozmenkapiyde
219,samples_with_noise_snr5/common_voice_uk_27109869_traffic.wav,туди за районного отамана кузь- менко піде,traffic,туди за районного отамана козьменкапійде,the District Ataman Kozmenkapide
220,samples_with_noise_snr5/common_voice_uk_27109869_washing.wav,туди за районного отамана кузь- менко піде,washing,туди за районного отамана козьменка піде,there for the district Ataman Kozmenko
221,samples_with_noise_snr5/common_voice_uk_28744536_bus.wav,що пропаду от лиш не видно,bus,що пропаду латиш не виду,I don't think I'm going to miss Latish.
222,samples_with_noise_snr5/common_voice_uk_28744536_cafeteria.wav,що пропаду от лиш не видно,cafeteria,що пропаду а пишне лузі,that I'm going to disappear a magnificent meadow
223,samples_with_noise_snr5/common_voice_uk_28744536_car.wav,що пропаду от лиш не видно,car,що пропаду от лиш не видно,I can't see what's missing.
224,samples_with_noise_snr5/common_voice_uk_28744536_field.wav,що пропаду от лиш не видно,field,що пропаду от лиш не видно,I can't see what's missing.
225,samples_with_noise_snr5/common_voice_uk_28744536_hallway.wav,що пропаду от лиш не видно,hallway,що пропаду от лиш не виду,I just don't look like I'm missing.
226,samples_with_noise_snr5/common_voice_uk_28744536_kitchen.wav,що пропаду от лиш не видно,kitchen,що пропаду от лиш не виду,I just don't look like I'm missing.
227,samples_with_noise_snr5/common_voice_uk_28744536_living.wav,що пропаду от лиш не видно,living,що пропаду а пишне виду,that I will disappear a magnificent sight
228,samples_with_noise_snr5/common_voice_uk_28744536_meeting.wav,що пропаду от лиш не видно,meeting,що пропаду латиш на воді,that I'll miss the latish on the water
229,samples_with_noise_snr5/common_voice_uk_28744536_metro.wav,що пропаду от лиш не видно,metro,що пропаду от лиш не виду,I just don't look like I'm missing.
230,samples_with_noise_snr5/common_voice_uk_28744536_office.wav,що пропаду от лиш не видно,office,що пропаду от лиш не виду,I just don't look like I'm missing.
231,samples_with_noise_snr5/common_voice_uk_28744536_park.wav,що пропаду от лиш не видно,park,що пропаду от лиш не видно,I can't see what's missing.
232,samples_with_noise_snr5/common_voice_uk_28744536_resto.wav,що пропаду от лиш не видно,resto,що пропаду по слушні люди,that I'm missing the right people
233,samples_with_noise_snr5/common_voice_uk_28744536_river.wav,що пропаду от лиш не видно,river,що пропаду от лиш не видно,I can't see what's missing.
234,samples_with_noise_snr5/common_voice_uk_28744536_square.wav,що пропаду от лиш не видно,square,що пропаду от лиш не визнав,I just didn't admit it.
235,samples_with_noise_snr5/common_voice_uk_28744536_station.wav,що пропаду от лиш не видно,station,що пропаду по слушне виду,that I'm missing in the right way
236,samples_with_noise_snr5/common_voice_uk_28744536_traffic.wav,що пропаду от лиш не видно,traffic,що пропаду от лиш не виду,I just don't look like I'm missing.
237,samples_with_noise_snr5/common_voice_uk_28744536_washing.wav,що пропаду от лиш не видно,washing,що пропаду от лиш не видно,I can't see what's missing.
238,samples_with_noise_snr5/common_voice_uk_21639338_bus.wav,іде в три дороги,bus,іде в три дороги,It goes three ways.
239,samples_with_noise_snr5/common_voice_uk_21639338_cafeteria.wav,іде в три дороги,cafeteria,іде в три дороги,It goes three ways.
240,samples_with_noise_snr5/common_voice_uk_21639338_car.wav,іде в три дороги,car,іде в три дороги,It goes three ways.
241,samples_with_noise_snr5/common_voice_uk_21639338_field.wav,іде в три дороги,field,іде в три дороги,It goes three ways.
242,samples_with_noise_snr5/common_voice_uk_21639338_hallway.wav,іде в три дороги,hallway,іде в три дороги,It goes three ways.
243,samples_with_noise_snr5/common_voice_uk_21639338_kitchen.wav,іде в три дороги,kitchen,іде в три дороги,It goes three ways.
244,samples_with_noise_snr5/common_voice_uk_21639338_living.wav,іде в три дороги,living,іде в три дороги,It goes three ways.
245,samples_with_noise_snr5/common_voice_uk_21639338_meeting.wav,іде в три дороги,meeting,іде в три дороги а у до,There are three ways to go.
246,samples_with_noise_snr5/common_voice_uk_21639338_metro.wav,іде в три дороги,metro,іде в три дороги,It goes three ways.
247,samples_with_noise_snr5/common_voice_uk_21639338_office.wav,іде в три дороги,office,іде в три дороги,It goes three ways.
248,samples_with_noise_snr5/common_voice_uk_21639338_park.wav,іде в три дороги,park,іде трої дороги,The Three Roads
249,samples_with_noise_snr5/common_voice_uk_21639338_resto.wav,іде в три дороги,resto,іде трої дороги,The Three Roads
250,samples_with_noise_snr5/common_voice_uk_21639338_river.wav,іде в три дороги,river,іде в три дороги,It goes three ways.
251,samples_with_noise_snr5/common_voice_uk_21639338_square.wav,іде в три дороги,square,іде в три дороги,It goes three ways.
252,samples_with_noise_snr5/common_voice_uk_21639338_station.wav,іде в три дороги,station,іде в три дороги,It goes three ways.
253,samples_with_noise_snr5/common_voice_uk_21639338_traffic.wav,іде в три дороги,traffic,іде в три дороги,It goes three ways.
254,samples_with_noise_snr5/common_voice_uk_21639338_washing.wav,іде в три дороги,washing,іде в три дороги,It goes three ways.
