"воно звичайно дурниця а з голови викинути не можу" "воно звичайно дурниться а з головою викенути не можу"
"та треба" "то треба"
"на дорозі почувся хід ще одних саней" "на дорозі почувся хід ще одних саний"
"де ви у чорта стільки добра набрали" "девоучортас тільки добра набрали"
"раз по раз уважно поглядає то на мене то на мій малий наплічник" "раз порасуважно поглядає то на мене то на мій малий наплічник"
"люди стихли" "люди стихло"
"чоловіки одягнені здебільш у домашнього сукна киреї" "чоловіки одягнені здебільшодомашнього сукнакереї"
"на обличчі застиг якийсь лагідний вираз" "на обличчі застих якийсь лагідний вираз"
"як помічник начміла приглянешся до міліціонерів яких застанеш і поступово звільниш невигідних нам людей" "як помічник начміла приглянешся до міліціонерів яких застанеш і поступово звільнеш невигідних нам людей"
"терещенко обернувся до хмари" "терещенко обернувся до хмари"
"геть до маминої цицьки йди чого до моєї лізеш" "геть до мамоноїцицьки йде чого до моєї лізаш"
"морфологічні ознаки займенника" "морфологічні ознаки займенника"
"добре тобі сміятися як тобі такий вихований кавалер попався" "добре тобі сміятися як тобі такий вихований кавалерпопався"
"ой брешеш вимова у тебе полтавська а чоботями своїми ти вже здалека бєш" "ойбрешиш вимовив тебе полтавська а чоботями своїми ти вже здалека бяш"
"бійці жаданівського залишилися у місті підрозділи басова і чіжикова повели наступ на базу повстанців" "бійці жаданівсько залишалися у місті під розділибасова і чижикова повели наступ на базуповстанців"
"вовки знову наблизилися до стайні" "вовки знову наблизилися до стаїня"
"вісім верст від нас" "вісім верст від нас"
"це ще одна запорука того що населення півдня багатшаючи не озирнеться на анексований крим" "це ще одна запорука того що населення півдня багащаючи не озирнеться на анексований крим"
"черкали добре назахват" "черкали добре на захват"
"у місті є декілька шкіряних фабрик що належали жидам" "у місті є декілька шкириних фабрик що належали же дам"
"документи годі було перечитати бо розкисли від крові" "документи годі було перечтати бо розкисли від крові"
"крім того кожен дзонгхаг мав ряд дрібніших медичних установ" "крім того кожен дзонкхах мав ряд дрібніших медичних установ"
"дід шевченко філософствує" "дітшовченко філософствоє"
"рятуйтеся самі хлопці" "рятуйтеся самі хлопці"
"села були поділені на сотні які обєднувалися в полк" "села були поділені на сотні які обєднувалися в полк"
"лопата зарізав" "лопата зарізав"
"правопис и та і в закінченнях прикметників" "правопис и та і в закінченнях прикметників"
"знав що нема вже сили яка могла б вирятувати його від смерті" "знав що нема вже сили яка могла б врятувати його від смерті"
"до гармат із бронеплавів приєдналися гармати бронепотяга" "до гармати із бронеплавів приєдналися гармати бронепотяга"
"затримую коня думаючи чи їхати шляхом чи звертати на цю дорогу" "затримую коня думаючи чи їхати шляхом чи звертати на цю дорогу"
"гірка туга стисла йому серце і він залився слізьми" "гірка туга стисла його серце і він залився слізьми"
"ще при катерині" "ще при катирині"
"як стемніло червоні повернулися в села де чекав їх наказ іти до потягів" "як стамнiло червоні повернулися в села де чекав їх наказ й ти до потягiв"
"село мало кілька власних старшин різних родів зброї між ними сапера і гарматника" "село мало кілька власних старшин різних в родівзброї між ними сапера і гарматника"
"сорока втекла з дерева і цокотіла десь далі" "сорока втекла з дерева і цокотіла десь далі"
"і байдаки всі попалив" "і байдаки всі попалив"
"тепер побіжить до камянки й ще чого доброго приведе червоних" "тепер побіжить до камянки й ще чого доброго приведе червоних"
"щоб битися то рад летіть" "щоб битися то ратлетіть"
"на ній організована торгівля фючерсами на державні облігації" "на ній організована торгівля фючер сами на державні облігації"
"іменні дієслівні і прислівникові словосполучення" "і мені діяслівня і прислівникові словосполучення"
"значить селянин" "значить силянин"
"зріс житловий фонд" "зрізжитловий фонт"
"загарячий хлопець" "за гарячі хлопець"
"донці та калмики" донцітакалмекя
"на пропозицію деркача вибрали дігтярахоменка" "на пропозицію даркача вибрали й діхтяря хоменка"
"як підемо знову прийдуть червоні" "як підемо знову прийдуть червоні"
"голос старого зірвався і він махнувши рукою відійшов" "голос старого зірвався і він махнувши рукою відійшов"
"вхопивши за плечі й обернувши кругом себе штовхаю його на задніх" "вхопивши за плече є обернувши кругом себе штовхаю його на задніх"
"тим часом приїхали на авто пожежники і загасили вогонь" "тим часом приїхали на автопожежники й загосили вогонь"
"морфологічні ознаки числівників" "морфологічні ознаки числівників"
"в другий бік повелів дмухнуть" "в другий бік повелів дмохноть"
"уся місцевість справді нагадує кавказ у зменшеному розмірі" "уся місцевість справді нагадує кавкас у зменшеному розмірі"
"йду і я на своє місце" "йду і я на своє місце"
"остатній наш народ пропав" "останні й наш народ пропав"
"оля прийшла за півгодини така як завжди весела й жартівлива" "оля прийшла за півгодини така як завжди весела й жартівлива"
"та й я зовсім не залізняк" "та й я зовсім не залізняк"
"у цьому статуті не зазначається яку власність мав клан і його вождь до цього" "у цьому статуті не зазначається яку власність мав клан і його вождо цього"
"міцно триматимуть у руках велетніпузані схожі на сумоїстів" "міцно триматимуть у руках велитніпозані схожі на сумоїстів"
"кинулися на воронівців два полки що йшли слідом" "кинулися на вороновців два полки що йшли слідом"
"наприкінці року гурт покидає андрій хаврук одна з найяскравіших постатей тінь сонця" "наприкінці року гурт покидає андрій хаврук одна з найяскравіших постата й тінь сонця"
"дайош вільно сідав уже на штани і опікувався поматеринськи пораненим побратимом" "дайош вільно осідав уже на штани і опікувався по материнськи пораненим побратимом"
"те саме сказав і зін кевичу" "те саме сказав іязінкайовичу"
"відповідаємо сальвою" "відповідає мосалівою"
"чорнота спохмурнів але змовчав" "чорнотаспохмурнів але змовчав"
"олимпським жертви закурив" "олимпським жертви закорив"
"ой ні я їхню натуру знаю" "ой ні я їхню наторо знаю"
"ніхто не буде знати" "ніхто не буде знати"
"деркач грицаєнко отаманенко петренко і я сівши на коней скачемо на край лісу" "деркачгрицаєнку отаманенко петренко і я сівши на коней скачмо на край лісу"
"це кидало мене у відчай" "це кидало мене у відшай"
"уже розвиднялося це безперечно на руку противникові" "уже розвиднялося це безперечне на руку противникові"
"чи зміниться інститут сімї яких трансформацій зазнають українські ментальні особливості" "чи зміниться інститут сім яких трансформацій за знають українські ментальні особливості"
"але ця затримка мала далекосяжні наслідки" "але ця затримка мала далекосяжні наслідки"
"таку енею річ сказав" "таку енею річ сказав"
"він був десь у авангарді що повільно посувався в бік мелітополя" "він був десь у авангарді що повільно просувався в бікмелітополя"
"увігнавшись на змащені смальцем рейки потяг раптово став" "увігнавшись на змащенісмальцем рейкив потяг раптово став"
"втім воєнні досягнення так і не стали підґрунтям політичних успіхів" "в тім воєнні досягнення так і не стали під грунтям політичних успіхів"
"розтягнувшись рушаємо до міста" "розтягнувшись рушаємо до міста"
"бойко о" "бойко о"
"мешхед був проголошений його столицею ймовірно з метою заспокоєння афганців" "мешхед був проголошений його столицею ймовірно з метою заспокоїння авганців"
"зрозуміло їм навіть у голову не прийшло боронитися або втікати від будьонівців" "зрозуміло їм навіть у голову не прийшло боронитися або втікати від будьонівці"
"ми заплатимо" "ми заплатимо"
"допитуємо їх із чорнотою" "допитуємо їх із чорнотою"
"я щиро сказати думав що обидва в дорозі помрете" "я щиро сказати думав що обидва в дорозі помрете"
"впросилася ночувати до родини з якої хлопець у козаки до вернигори записався" "впросилася начувати до родини з якої хлопець у козаки до вернегори записався"
"згодом повертається до рідного міста де жив усамітнено займаючись читанням книг й живописом" "згодом повертається до рідного міста де жив усамітнено займаючись читанням книг є живопису"
"та за їхніми плечима сипонула кулями лава василенка що вибігла з лісу" "за їхніми плечима сипонула кулями лава василенка що вибігала з лісу"
"стали табором у лісі поблизу вовчого шпиля" "стали табором у лісі поблизу вовчого шпиля"
"поснули всі навіть вартові" "поснули всі навіть вартові"
"прийшли і делегати з чот" "прийшли і делагати з чот"
"отже ви опиняєтеся або в повній ізоляції або в іммігрантському гетто" "отже ви опиняєтесь або в повній ізоляції або в іммігрантському гетто"
"упізнавши внука бабуся зробила у повітрі хрест рукою" "упізнавши внука бабуся зробила у повітрі хрест рукою"
"заклавши руки в кишені відводжу безпечники в кольтів" "заклавши руки в кишені відводжу безпечникив в кольтів"
"із тих селян що правили підводами одного було поранено" "із тих селян що правили підводами одного було поранено"
"заховаємося і ми в ліси до весни" "заховаймося і ми в ліси до весни"
"замкнений і забутий" "замкнений і забутий"
"о у тебе ревнощі" "о у тебе ревно ще"
"донським нагаєм підганяв" "донским нагаєм підганяв"
"за винятком трьох червоноармійцівукраїнців решта були все москалі й жиди" "за винятком трьох червоноармійців українців решта були в се москалі й жди"
"чорнота не погоджувався і запевняв що прийдуть до нас обовязково бо" "чорнота не погоджувався і запевняв що прийдуть до нас обовязково бо"
"ні отаман живе в селі я зараз буду в нього можу передати" "ні отаман живе в селі я зараз буду в нього можу передати"
"ось ось яриться бісом дише" "ось ось яриця бісом диша"
"ввесь зашарівсь мов жар в печі" "весь зашарівсь мовжар в печи"
"далебі товариші я із красного" "далебі товарише я й скрасного"
"козак там чортові не брат" "козак там чортові не брат"
"затока також полонить білими пісками" "затока також полонетбілими пісками"
"семигірянські дівчата уквітчали домовини наших бурлаків клопоталися біля них наче хотіли замінити відсутню рідню" "семигірянськи дівчата уквічали домовини наших бурлаків клопоталися біля них наче хотіли замінити відсутні рідню"
"кудито за гріхи їх впруть" "куди то за гріхеївпруть"
"чорний яр це ти андрію" "чорний яр се ти андрію"
"тіло саме по собі гойдається на воді мов надувний матрац" "тіло саме по собі гойдається на воді мов на дувнийматрац"
"під дудку била третяка" "під тут кобила третяка"
"хлопець зовсім не був схожий на жида розмовляв українською мовою" "хлопець зовсім не був схожий на жида розмовляв українською мовою"
"з посилку гнися хоть в дугу" "з посилку гнися хоть вдуго"
"в одного червоноармійця була обпалена пола" "ви одного червоноармійця була упалена пола"
"за дві години німецькі частини чекаючи вказівки своїх квартирмейстерів заповнили вулиці міста" "за дві години німецькі частини чекаючи в казівки своїх квартирмайстерів заповнили вулиці міста"
"прощаючись із петренком голий поучнівськи виправдовується" "прощаючись із петренком голий почнівський виправдовується"
"як там під чорним лісом запитав чучупака хмару" "як там під чорним лісу запитав чучупака хмару"
"пропоную залишитися і обєднатися з нами а він закликає на херсонщину" "пропоную залишитися і обєднатися з нами а він закликає на херсонщину"
"я врангелеві не ворог могли його чорти і забрати але" "я врангелеві не ворог могли його чорти й забрати але"
"після невтішних пошуків до гурту спершу повернувся басгітарист сергій гавара" "після невтішних пошуків до гурту спершу повернувся баз гітарист сергійгавара"
"фельдшер цей теж наша людина" "фельдшорцай теж наша людина"
"не боїтеся йти вночі самі між трупи" "не боїтайся й ти вночі самі між трупи"
"лашенко збирайтеся вас викликали крикнув до нього хтось із вязнів" "лашенко збирайтеся вас викликали крикнув до нього хтось єзвязнів"
"скинувши спідницю щоб не перешкоджала виношу з господарем забитих до льоху" "скинувши спідницю щоб не перешкоджала виношує з господарем забитих до льоху"
"я як випрала ту сорочку цілу ніч молилася аби бог дарував вам життя" "я як випрала ту сорочку цілу ніч молилася аби бог дарував вам життя"
"звикай юрку ні для холодного яру ні в холодному яру полону нема" "звикай юрку ні для холодного яру ні в холодному яру полону нема"
"можливо мода така щоб люди не топилися" "можливо мода така щоб люди не топилися"
"на подвірї метушня приглушені крики" "на подвірїметошня приглушені крики"
"але найважливіший бій за українське море був ще попереду" "але найважливіший бій за українське море був ще попереду"
"ми вже перевірили її" "ми вже перевірили її"
"стримувало що не мали дозволу отамана холодного яру" "стримувалого що не мало дозволу отамана холодного яру"
"годі було навіть намагатися спинити повстанців привести до ладу промовити до розуму" "годі було навіть намагатися спинити повстанцям привести до ладу промовити до розуму"
"полонені виявилися китайцями" "полонені виявилися китайцями"
"за підсумком голосування уболівальників на офіційному сайті пісня козаки випередила хіт океан ельзи вставай" "за підсумком голосування ополівальників на офіційному сайті пісня козаки випердлахід окан ельзе вставай"
"ну а прокинулися на світанку коли карателі нагайками по пиках нас уже мастили" "ну а прокинулоссь на світанку коли карателі на гайками попиках насожеммастили"
"вони й порозумілися з односельцями" "вони й порозумілися з односельцями"
"протягом століть здійснювалися численні спроби завоювання міста" "протягом століть здійснювалися численні спроби завоювання міста"
"хруснули хребці" "хруснули хребці"
"прізвище господаря зрештою було знайоме і мені бо був це дуже добрий слюсар" "прізвище господаря зрештою було знайоме і мені бо був це дуже добрий слюса"
"він нагадував недавні ночі в камянському парку" "він нагадував недавні ночі в камянському парку"
"лікар пропонує їхати в мед ведівку до лікарні куди відправив уже двох тифозних" "лікар пропонує їхати в медведівку до лікарні куди відправив уже двох тифозних"
"із хлопцями" "із хлопцями"
"то зараз вхопить тебе лунь" "то зараз вхопить тебе лунь"
"у його голосі чулася доброзичлива насмішка та відгризатися не хотілося" "у його голосі чулася доброзличемлова насмішка та відгризатися не хотілось"
"шлунок зєднується з середньою кишкою клітини якої мають довгі джгутики" "шлунок зєднується з середньою кишкою клітини якої мають довгі джгутики"
"і по вівці цілком глитав" "й по вівці цілком глитав"
"подяковав старую суку" "подякував старої суко"
"дорога ж бо в обох одна й та сама була" "дорога ж бо в бог одна й та сама була"
"спіть спокійно" "спіть спокійно"
"хто чув троянець утікає" "хто чув троянець утікає"
"чорнота представляє мене" "чорнота представляє мене"
"дідусь віддав мені випрану вишивану сорочку" "дідусь віддав мені випрану вишивану сорочку"
"був чорнота людиною глибоко релігійною" "був чорнота людиною глибоко релігійною"
"та нечистий поплутав зацікавило звідкіля тут коні узялися" "та не честийпоплутав зацікавило звідкілятут коні узялися"
"прижилася довга хронологія і в новітній історіографії" "прижлася довга хронологія і в новітні історіографії"
"між пораненими і персоналом є комуністи" "між пораненми й персоналом є комуністи"
"що скомпоную панихиду" "що скомпоную панахиду"
"заночували у бондуровій" "за ночували у бондоровій"
"дід часом як утне щось то хлопці просто корчилися від сміху" "дід часом якутне щось то хлопцi просто корчилися від сміху"
врангелівці врангелівці
"цукор у нашому обозі є пропозицію прийнято" "цукор у нашому обозі є пропозицію прийняту"
"потім схвативши головешку" "потім схвативши головежко"
"взяла очіпок грезетовий" "взяла очипокгризетовий"
"через двір бігла з дійницею в руках молода черниця" "через двір бігла з дійницею в руках молода чарниця"
"після сніжків дівчина сильним альтом затягує" "після сніжків дівчина сильним альтом затягує"
"іди до матері" "іди до матері"
"і мов вона хотіла спать" "її мов вона хотіла спать"
"одна з них була ще підлітком" "одна з них була ще підлідком"
"і стид олимпові робить" "істит олимпові робить"
"і кожен супротивник заборон" "і кожен супротивник заборон"
"сядь козо дика" "сядь козодика"
"друга відміна" "друга відміна"
"йдемо головною вулицею" "йдемо головною вулицею"
"як нам до пекла довалитись" "як нам до пекла довалитися"
"так і засинаю" "так і засинаю"
"постраждали корови і коні у хлівах" "постраждали корови і коні у хлівах"
"із села до них піднімається через город розїзд який ми зустріли" "із села до них піднімається через город розїзд які ми зустріли"
"готуй нових борців холодний яре" "готуй нових борців холодний яр"
"до нас уже не приходить" "до нас уже не приходить"
"повернувся під те саме вікно" "повернувся під те саме вікно"
"земля рябіє від рушниць набійниць шинелей шапок" "земля рябія від рушниць набійниць шинелий шапок"
"петренко показує нагайкою" "петренко показує нагайкою"
"до лубенських хуторів верст із сім" "до лубенських хуторів верст із сім"
"хмара поскакав до розуміївки закликати селян поховати воронівців" "хмара поскакав до розумівки закликати селян поховати воронівців"
"у мене панове самі знаєте зимовий сезон" "у мене панове самі знаєте з мов і сезони"
"можна всім розповідати що ти канадець" "можна всім розповідати що ти канадець"
"більше будемо знати коли повернеться з києва деркач" "більше будемо знати коли повернеться з києвадеркач"
"вже пізно" "вже пізно"
"радзівіл розбудовує сад бароко переробляє частину інтерєрів і наповнює палац творами мистецтва" "родзівіл розбудовує сад бароко переробляє частину інтерєрі її наповнює палац творами мистецтва"
"є безкоштовні школи міські басейни бібліотеки" "є безкоштовні школи мізькібайсейни бібліотеки"
"і я тут потрібна" "і я тут потрібна"
"на дороги що вели до чигирина виставили застави з кулеметами" "на дороги що вели до чигирина виставили застави з кулеметами"
"все залежатиме від того чи зможе україна вдарити по ворогові своїми повстанчими силами" "все залежатиме від того чи зможе україна вдаритипо ворогові своїми повстанчими силами"
"чим вища влада тим довші коридори" "чим вища влада тим довше коридори"
"за дверима лежав мертвий адютант" "за дверима лежав мертвий адютант"
"накрита вона була невеликим шаром землі поверх дощок" "накрита вона була не великим шаром землі поверх дощок"
"а князь наш бідний що помислить" "а князь наш бідний що помислить"
"думав сам діжду та господня воля" "думав сам є жду та господня воля"
"хмара глянувши на мої тоді ще рожеві щічки і уста підтримав мене" "хмара глянувши на моє тудіще ружавіщички і уста підтримав мене"
"після куті мов на живіт" "після коті мов на живіт"
"прислівя і приказки" "прислівя і прикаски"
"нехай лиш турн що верховодить" "нехай лиш турн що верховодить"
"дмухнім лиш братця ми до неї" "дмухнім лиш братця ми до нею"
"як і на похороні компанійця вигук підхопили луною яри" "як і на похороні компанійця вигок підхопили луною яри"
"кваша за залізницею теж нагадував про себе" "кваша за залізницею теж нагадував про себе"
"та хто ж на певну смерть із камери вийде лежимо далі" "та хто ж на певну смерть і з камери вийде лежимо далі"
"мешканців міста розстрілювали а також скидали в шурф живцем" "мешканців міста розстрілювали а також скидали вшурфа живцем"
"причиною тому стають особисті причини" "причиною тому стають особисті причини"
"вилажу на дубок що не спішив листя скинути" "вилажу на дубок що не спішив листя скинути"
"но дать отпор були готові" "но дать одпор були готові"
"ви їсти не хочете хлопці" "ви їсти не хоч та хлопці"
"зірвав не тільки кошму а й дошку із землею над входом відкривши землянку" "зірвав не тільки кошму а й дожку із землею над входом відкривши землянку"
"скоріше та скоріше мамо товариство нас дожидає" "скоріше та скоріш маму товариство нас дожидає"
дванадцятеро дванадцятро
"братія зустріла його шанобливо ерцгерцог був коректним" "братія зустріла його шанобливо ерцгерцог був коректним"
"бо зуби у неї стялись" "бо зуби у неї стялись"
"офіційна церква звинувачувала характерників у чаклунстві" "офіційна церква звинувачувала характерників учаклонстві"
"йому намяти хоче чуб" "йому намяти хоче чуб"
"дочці ж з енеєм буде рай" "до чціж з енеєм буде рай"
шостої шостої
"еней оставив із носатку" "еней остав в ізносадко"
"виходжу на ґанок і стаю поблизу дігтяра" "виходжу на ґанок і стою поблизу дігтаря"
"біля підніжжя пагорба бють джерела" "біля підніжжя пагорба пють джерела"
"ці хлопці на доброму рахунку в камянці бувають там" "ці хлопці на доброму рахунку в камянці бувають там"
"за його труди й визволення" "за його турди й визволення"
"поки бронепотяги обстрілювали колони махна полк махновських донцівбудьонівців сховався під їх прикриттям" "поки бронепотяги обстрілювали коло нимахна полк махновських донців будьонівці сховався під їх прикриттям"
"після останніх подій у чигирині можливо з камянки зроблять повітовий центр" "після останніх подій у чигирині можливо зкамянки зроблять повітовий центр"
"але ж мусять мати воду" "але ж мусять мати воду"
"чи це вже ота кумедія питаю хмару" "чи це вже отакумедія питаю хмару"
"здійснює торги акціями облігаціями опціонами та фючерсами" "здійснює торги акціями облігаціями опціоними та фючерсами"
"ми це перевіримо" "ми це паревірамо"
"напав на карателів незнаний повстанчий загін" "напавна карателів незнаний повстанчий загін"
"скільки їх" "скільки їх"
"перший курінь одержав наказ перейти до медведівки де розмістився штаб бригади" "перший курінь одержав наказ перейти до медведівки де розмістився штаб бригади"
"мусимо постріляти всіх" "мусимо постріляти всіх"
"за хвилину було поранено в литку соловія" "за хвилину було поранновлидко суловія"
"безкровні уста нечутно шепчуть повторюють якесь слово" "без коровні уста не чутно шепчуть повторюють якесь слово"
"гей орфею небораче" "гей орфею не борачше"
"дорнік в ліб п" "дорнік в лібп"
"ввечері прийшов на цей хутір" "ввечері прийшов на цей хутір"
"призвичаєний усе життя витягати ноги з піску він і на твердому волочив ногами" "призвичаєна усе життя витягати ноги списку він і на твердому волочив ногами"
"і з берегами нам оддана" "й з бергами нам оддана"
"в першій трійці василь і петро чучупаки та солонько" "в першій трійціовасин і петрочушупаки та солонько"
"мусимо нападати на них хоч і допомагатимемо цим іншому ворогові" "мусимо нападати на них хоч її допомагати мимо цим іншому ворогові"
"питаю її де поділа шинелю яку ми накинули на неї коло вогнища поверх свитки" "питаю її де по діла шинелю яку ми на кинула на неї коло вогнища поверх свитки"
"шекелеш є одним із маловивчених народів моря" "шекалаж є одним із маловивчених народів моря"
"я вже більше звідси не піду" "я вже більша звідси не піду"
"виходжу з келії прибитий і змучений" "виходжу вскелії прибитий і змучений"
"авраменко н" "авраменко н"
"великі зробить переміни" "велике зробить переміне"
"андрію ти на похороні компанійця згадував про якусь легенду повязану з цим яром" "андрію ти на похороні компаній ця згадував про якусь легенду повязано з цим яром"
"фразові частки" "фрозові частки"
"командир полку з яким ми мали бій зустрів нас привітно" "командирполко з якими мали бій зустрів нас привідно"
"заселеність західного узбережжя острова значно менша" "заселені західного збережжя острова значно менше"
"тієї неділі була я у них у камянці" "тієї неділі була я у них укамлянці"
"лігар з лукуллом поспішають" "лігар з лукуллом поспішають"
"сипонули по ньому навздогін та не поцілили" "сипонули по ньому на вздогин та не поцілиле"
"не зрозуміло тільки чому котляревський не виправив очевидних помилок у словнику" "не зрозуміло тільки чому котльревський не виправив очевидних помилок у словнику"
"здебільшого ціна також передбачає холодильник" "здебільшоціна також передбачає холодильник"
"в сусідів десь позичу" "во сусідів дасть позичу"
"вдень знову перегони" "вдень знову перегоне"
"гармату забрали хоч у зарядних скринях не було жодного набою" "гармату забрали хоч у зарядних скринях не було жодного на бою"
"той залишив спогади про свою участь у поході" "той залишивспоглади про свою участь у поході"
"хитро усміхнувся" "хитро усміхнувся"
"заглядаю в один з вагонів" "заглядаю в один з вагонів"
"це найкраща інвестиція" "це найкраща інвестиціяо"
"застава навіть не пискнула" "застава навіть не пискнула"
"його руки були звязані" "його руки були звязані"
"удень відтягалася вглиб села залишаючи наглядати за виходом із міста неозброєних" "у день відтягалося в глиб села залишаючи наглядати за виходом із міста неозброєних"
"йди зачини льох" "йди за чнавльох"
"тіна зникла в темряві" "тіна зникла в темряві"
"стрінувся йому старий покинутий вітряк" "стрінувся йому старий покинутий вітряк"
"повороту нема" "повороту нема"
"хмара крикнув до хлопців щоб повязали всім руки" "хмара крикнув до хлопців щоб повязали всім руки"
"видно татарин не такий уже був і противний для її серденька" "видно татари такий уже був і противний для її серденька"
"як напали вони так перший полк до половини вирубали розповідав кубанець" "як напали вони так перший полк до половини вирубали розповідавкубанець"
