"нагодував ти мене" "не годувавти мене"
"добре як у льоху знайдеться де заховатися щоб непомітно перебути до вечора" "добре як у льоху знайдеться не заховатися щоб непомітно перебути до вечора"
"кажуть що йдуть із польського фронту на врангелівський" "кажу що йдуть із польсько фронту на врангелівський"
"за якийсь час від мотриного монастиря показалася на дорозі підвода" "за якийсь час відмотреного монастиря показалася на дорозі підвода"
"закликав щоб вступали добровольцями до його загону боронити ненькуукраїну від кацапськожидівської комуни" "закликав щоб вступали добровольцями до його загону боронити няньку україну від кацабськожодівської комуни"
"господар зробив заспокійливий рух рукою" "господар зробив заспокійливий рух руку"
"із плином подій в україні він перестав бути повстанською організацією місцевого характеру" "із плином подій в україні він перестав бути повстанської організації місцевого характеру"
"хмара довідавшись що може в розуміївському лісі переодягнути весь полк у будьонівські однострої зрадів" "хмара довідавшись що може в розуміївському лісі передягнути весь полк у будьонівські однострої зрадів"
"тепер її наділяли не на сімю а на кожного дорослого її члена" "тепер її наділяли не на сімю а на кожну доросло їй члена"
"характерним для таких згарищ є відмирання значної частки материнського деревостану" "характерним для таких згарищ є відмарання значної частки материнського дерево стану"
"думав я що до сотки бодай дотягну" "думав я що до сотки бодай дотягнув"
"цього було досить щоб я відчув себе під діжкою як у власній хаті" "цього було досить щоб я відчув себе піддіжкою як у власні хаті"
"причому кожний раз старались пiймати тереня" "при чому кожний раз старались піймати тереня"
"звісно він не стикується з жодним пасажирським поїздом та їде напівпорожній" "звісно він не стикується з жодним пасажирським поїздом та їде на пів порожній"
"волинь межує на півночі з поліссям на півдні з поділлям і галичиною" "волинь межує на півночі з полісям на півдні з поділлям і галичиною"
"нi щоб у книжках було записано от то друге дiло" "нi щоб у книжках було записано от то друге діло"
"цю сатьяграху він називає помилкою завбільшки з гімалаї" "цю сатяграху він називає помилкою завбільшки з гімалаї"
"пропало квасне в маснім" "пропалоквасне в маснім"
"ні сіло ні впало крій бабо сало" "ні сіло ні впало крій бабосало"
"огранені алмази використовується як дорогоцінне каміння" "огранені алмази використовуються як дорогоцінне каміння"
"за моїми спостереженнями існує десь три десятки команд зі чорного піару" "за моїми спостереженнями існує десь три десятки команд із чорного пару"
"що хатка то все инша гадка" "що хатка то все инша гатка"
"ви позвали нас на консультацію я маю право" "ви позвали нас на консультаціюя маю право"
"той час який трішки залишився потім мої колеги доберуть" "той час який трішечки залишився потім мої колеги доберуть"
"турецьке розглядало таке приєднання як загрозу власному виживанню" "турецьке розглядало таке поєднання як загрозу власному виживанню"
"у складі античного аромату жодної квіткової ноти самі лише спеції" "у складі античного аромату жодної квіткової нотисамі лише спеціїї"
"суцільно чорний інтерєр може викликати гнітючі відчуття" "суцільной чорний інтерєр може викликати гнітючі відчуття"
"шукаймо в людях хороше мов скарби що давно забуті" "шукаймо в людях хороше мов скарби що давно забуть"
"який помайбіг такий подайздоров" "який помайбіх такий подайздоров"
"коли бідний жениться ніч мала" "коли бідний женитьсяніч мала"
"тато а чому всі дітки їдять солодку вату а я звичайну" "тато а чому всі дітки їдять солодку вату а я звичайно"
"дідько сім пар чобіт зносив доки їх докупи звів" "дідько сім пар чибітзносив доки їх докупи звів"
"диплом університету документ який засвідчує що в тебе був шанс чомунебудь навчитися" "диплом університету документ який засвідчує що в тебе був шанс чому небудь навчитися"
"життя це війна де кожне слово це військова операція" "життя це віна де кожне слово це військова операція"
"ми щiльно присунулись i так пiшли униз" "ми щiльно присунулись i так пішли униз"
"прокурор теж сiкається щось цiдить про злочин" "прокурор теж сікається щось сидить про злочин"
"в будьякому разі вона зараз буде посилюватися" "будь якому разі вона зараз буде посилюватися"
"однією з основних ознак голосних фонем є наголос шо виявляється тільки в слові" "однією з основних ознак голосних фонем є наголос що виявляється тільки в слові"
"уподібнюйся пальмі чим міцніше її стискає скеля тим швидше і прекрасніше здіймається вона догори" "у подібні ся пальмічим міцніше її стискає скеля тим швидше і прекрасніше здіймається вона до гори"
"цієї дороги й на мапі нема" "цієї дороги на мапі нема"
"нiхто не пiдбивав" "ніхто не підбивав"
"суд ухвалює рішення іменем україни судове рішення є обовязковим до виконання" "суд ухвалює рішення іменем українсудове рішення є обовязковим до виконання"
"важливо що в книжці немає суто пропагандистського трактування національної історії" "важливо що в книжці немає суту пропагандистського трактування національної історії"
"бо передбачає з мого боку певний сумнів певну оцінку" "бо передбачає з мого боку певний сумнівпевну оцінку"
"щоб звільнитися від пластикових відходів планеті потрібні сотні років" "щоб звільнитися від пластикових підходів планеті потрібні сотні років"
"я думаю далі буде все нормально" "я думаю далі все буде нормально"
"хай на ньому цвіте росяниста доріжка і зелені луги й соловїні гаї" "хай на ньому цвіте росяниста доріжка і зелені лугий соловіні гаї"
"хома невірний людина що не хоче повірити очевидним фактам" "хоманевірний людина що не хоче повірити очевидним фактам"
"ядро популярної ос linux було написане на сі" "ядро популярної ослінокс було написано на сі"
"дватри рази на рік викликайте майстрів для перевірки стану розеток і вимикачів" "два три рази на рік викликайте майстрів для перевірки стану розеток і вимикачів"
"і за умов продовження такої політики найближчим часом він зростатиме" "і заумав продовження такої політики найближчим часом він зростатиму"
"глас вопіющого в пустині даремний заклик до когонебудь який залишається без уваги" "гласвопіющого в пустині даремний заклик до кого небудь який залишається без уваги"
"женя івановна зі слівків общєства працювала бухгалтером" "женя івановна зі слівківобщества працювала бугалтером"
"мене вiн у цей час почав чогось дуже уникати" "мене він у цей час почав чогось дуже уникати"
"сидiли на приступках лавки на дубках дядьки лускаючи насiння й гомонячи" "сиділи на приступках лавки на дубках дядьки лускаючи насiння й гомонячи"
"кожну історію опору володимир тиліщак намагається показати з колоритом і подробицями" "кожну історію опору володимиртиліщак намагається показати з колоритом і подробицями"
"тому півхвилини міністр культури прокоментує і пропозиція перейти до порядку денного" "тому пів хвилини міністр культури прокоментує і пропозиція перейти до порядку денного"
"а ми його знов назад засмiявся пристав" "а ми його знов назад засміявся пристав"
"нові комерційні ідеї варіюються від ферм контенту до програм для мобільних" "нові комерційні ідеї варіюються від фермконтенту до програм для мобільних"
"по обiдi все замирало" "по обіді все замирало"
"останнiй час я мало з ними бачився" "останній час я мало з ними бачився"
"а ми тебе не продаватиймемо заміж підеш" "а ми тебе не продаватиймемо заміжпідеш"
"безколірні різновиди алмазу складаються з чистого вуглецю" "безкольорні різновиди алмазу складаються з чисто в углицю"
"мене за дiло" "мене за діло"
"це схоже на аматорську і дикувату спробу вставити підсвідомий сексуалізований візуальний ряд" "це схоже на аматорську дикувату спробу вставити підсвідомий сексуалізований візуальний ряд"
"як би звавзвав коби лиш що дав" "якби звавзвав коби лиш що дав"
"баторій не збирався з московитами ні жартувати ні грати в московські ігри" "батурій не збирався з московитами ні жартувати ні грати в московські ігри"
"такі вони пастирі митрополити московські" "такі вони пастирімитрополити московські"
"запевняю московського градоначальника що поети і композитори україни згодом зуміють відновити цей пробіл" "запевняю московського градоначальникащо поети і композитори україни згодом зуміють відновити цей пробіл"
"головка має також дзьоб і лопатку" "гловка має також дзьоб і лопатку"
"йой як страшно" "й ой як страшно"
"і ходит собе господь глядит щоб якоє порося не вилєзло" "і ходит собе господь глядитщоб якоє порося не вилізло"
"от засмажили дванадцять биків напекли сорок печей хліба" "отзосможили дванадцять боків напекли сорок печей хліба"
"за переказами на території сучасного села поселилось шість сімей які займались виробництвом дьогтю" "за переказами на території сучасного села поселилось шість сімей які займались врабництвом дьохтю"
"га знову безтямно прорипів гатило бо до його свідомості не доходили бориславові слова" "газнову безтямно прорипів гатило бо до його свідомості не доходили бориславві слова"
"є відповіла дівчина й страдницькими очима обійняла вельможів сцо сте намислили болярине" "є відповіла дівчина й страдницькими очима обійняла вельможів з цосте намислили болярине"
"за найменшу підозру у звязках з підпільниками партизанами нацисти розстрілювали всю родину" "за найменшу підозру у звязках з підпільникамипартизанами нацисти розстрілювали усю родину"
"із царягороду константинополя й із рима" "із царя городу константинополя й і з рима"
"великий княже гот валтарій утік" "великий княже готволтарій утік"
"втім до кінця життя не зумів остаточно приборкати сикхів та раджпутів" "у тім до кінця життя не зумів остаточно приборкати сикхів та раджпутів"
"головним нововведенням його одягу стала наявність ґудзиків на комірі і петля на спині" "головним нововведенням його отягу стала наявність ґудзиків на комірі і петля на спині"
"привіт хлопче" "привід хлопче"
"викладачів для нього збирали з усієї країни викликали з місць евакуації" "викладачівдля нього збирали з усієї країни викликали з місць евакуації"
"задній спинний плавець більший ніж в інших акул цього роду" "за дні спинний плавець більший ніж в інших хакулцього роду"
"в будьякій незрозумілій ситуації ходили походом на візантію" "у будьякій незрозумілій ситуації ходили походом на візантію"
"вулиці міста вкрилися асфальтом обабіч їх зявилися дерева й чагарники" "вулиці міста вкрилися з фальтом обабіч їх зявилися дерева й чагарники"
"вид панєвропейської групи європейського зооґеографічного комплексу" "вид пан європейської групи європейського зооґеографічного комплексу"
"гельґоланд має дуже здоровий морський клімат" "гельґоанд має дуже здоровий морський клімат"
"піди скажи що казав цар щоб перед вінцем у лазню сходив" "піди с кажи що казав цар щоб перед вінцем у лазню сходив"
"троянці также всі здригнули" "троянцітакже всі здригнули"
"вчені вказують на корінь хара що перекладається як божественна енергія" "вчені вказують на корінь харащо перекладається як божественна енергія"
"бригада нещодавно прибула з московщини" "бригади нещодавно прибула з московщини"
"невже то ви були" "не вже то ви були"
"за ним кваша і дорошенко" "за ним кваша й дорошенко"
"причаївшись за кущами чекаємо її" "причиївшись за кущами чекаємо її"
"в ардею город поспіша" "вардею город поспіша"
"бригада прибула на фронт із московщини коли наступала українська армія" "бригада прибула на фронт із московщиним коли наступала українська армія"
"засвербів у мене чортик бажання перчених пригод" "за свербів у мене чортик бажання перчених пригод"
"вона тебе від куль охоронятиме бо я про це бозю просила як вишивала" "вона тебе від кульохоранятиме бо я про це бозю просила як вишивала"
"серце все чогось ниє" "серце все чогось не є"
"вимазатися так що й мама рідна не впізнає" "вимазитеся так що й мама рідна не впізнає"
"до ставидел прибув надвечір помічник начальника повітової міліції жид сендер із відділом міліціонерів" "доставидел прибув надвечір помічник начальника повітової міліції житсендар із відділом міліціонерів"
"і на дареса налізав" "і на дариса налізав"
"чотири головні групи соціально поділені причому найбільші поділи у росіян і татар" "чотири головні групи соціально поділені причому найбільші поділи у росіяни татар"
"щоб цьому запобігти глобальний простір імен ділять на менші" "щоб цьому запобігти глобальний простір емен ділять на менші"
"хан був водночас і володінням даймьо і системною організацією його управління" "хан був водночас і володінням дамо і системною організацією його управління"
"тавагіщі добгодії не вбивайте нас ми вам будемо служити" "тавагіщідобгодії не вбивайте нас ми вам будемо служити"
"соловій після кількохднів гарячки і тягнення жил почував себе краще" "соловій після кількох днів гарячки і тягнення жил почував себе краще"
"прості складні і складені прийменники" "простіскладні і складені прийменники"
"залишивши підводи позаду розмістилися на краю ліска під самим містечком" "залишивши підводи позаду розмістилися на крию ліска під самим містечком"
"приглушуючи биття сердець слухаємо як висвистує веселу мелодію вартовий біля входу" "приглушуючи биття сердець слухими як веселистує весело мелодіювартови біля входу"
"у чекістів було дві тачанки з кулеметами і два вози нід добровольців" "у чекістів було дві тачанки з кулеметами і два вози ніддобровольців"
"відкриваються часто у відповідь лісовим пожежам" "відкривається часто у відповідь лісовим пожежам"
"а я старію мовила княгиня ясновида" "а я старіюмовила княгиня ясновида"
"пограбувавши ці землі кутлук пішов у поволжя" "пограбувавши ці землі кутук пішов у повоужа"
"друге імя сподобалося молодому батьку" "друге і м я сподобалося молодому батьку"
"папа леон і далі молив грізного царя" "папалеон і далі молив грізного царя"
"виконує музику у стилях джаз та фюжн" "виконує музику стиль джаз та фюжен"
"розгрому і різанині піддавалися цілі міста" "розгромуй різанині піддавалися цілі міста"
"трунок напій здебільшого алкогольний травяний відвар і навіть отрута" "трунок напійздебільшого алкогольний травяний відвар і навіть отрута"
"й оскільки гатило мовчав княгиня тремтячим од хвилювання зовсім незрозумілим йому голосом примолилася" "й оскільки гатиломовчав княгиня тремтячим од хвилювання зовсім незрозумілим йому голосом примолилася"
"погрецькому чи поруському" "по грецькому чи по руському"
"йди душе до мене на весілля" "йди дуже до мене на весілля"
"дана стаття присвячена написанню структурованих документів" "да на стаття присвячена написанню структурованих документів"
"й кревну мсту брате" "й кревну мстубрате"
"зажурилась україна що нічим прожити" "зашурилась у країна що нічим прожити"
"сідай же каже дід та спочинеш трохи пополуднуємо" "сідайже каже дід та спочинеш трохи пополуднуємо"
декоторі "де которі"
"та й сіла на моріг на моріг" "та й сіла на морі на моріг"
"ні вітрівстрибожичів" "ні вітрів штрибожичів"
"то нєма толку ледь чутно мовила молодиця" "то нема толку ледь чутно мовила молодиця"
"гейнсвіл відзначений як одне з найкращих місць для життя й розважання" "гейнсвіл відзначений як одне з найкращих міст для життя й розважання"
"темно тільки й сказав богдан і вони погнали далі" "темнотільки й сказав богдан і вони погнали далі"
"вони узяли інтервю у глави держави" "вони узяли інтервю глави держави"
"закінчив я військовофельдшерську школу" "закінчив я військовофельшерсь кушкову"
"віталій полатині означає живий жвавий" "в італій полатині означає живий жвавий"
"учинив єсмь требу всеміжному юру нарікаю йому сина свого" "учинив єсмь требу всеміжному юро на рікає йому сина свого"
"там же насєяв дубини грабини лєщини ольшини" "там же не сєявдубини грабини ліщини ольшини"
"богдан гатило раптом щось пригадавши звернувся до старого конюшого войслава" "богдангатило раптом щось пригадавши звернувся до старого конюшого войслава"
"лавинії к петру мандрик" "лавинії к петрумандрик"
"в огородах насєяв свокли репи редьки морхви пастернаку і іншого хвасту і дерева" "в огородах насєяв своклирепи редьки морхви пастернаку і іншого хвасту і дерева"
"чого ви на одній нозі скачете" "чого вона одній нозі скачете"
"мені робів а собі морзаків хаха" "мені робів а собі морзаків хага"
"від цього шлюбу народилось пятеро дітей" "від цього шлюбу народилось пятеродітей"
"дуже поширеними були також чернь і позолота" "дуже поширеними були також чернь і по золота"
"беру собі трьох морзів яських і сацьких проймаючись їхньою затятістю сказав богдан" "беру собі трьох морзів яських і сацькихпроймаючись їхньою затятістю сказав богдан"
"мечем юра всепобідного" "мечем юравсепобідного"
"пишаємося нашими відчайдушними хлопцями які захищають батьківщину низький вам уклін" "пишаймося нашими відчайдушними хлопцями які захищають батьківщину низький вам уклін"
"обпивайло як узяв пити всі до краплі випив ще й підсміюється" "опивайло як узяв пити всі до краплі випив ще й підсміюється"
взавтра завтра
"maace гукнув князь одчинивши двері тивун прийшов" "масе гукнув князь одчинивши двері тивун прийшов"
"вона завжди буде потрібна державникамсолженіциним які мріють про відродження великої й неподільної росії" "вона завжди буде потрібна державникам солженіциним які мріють про відродження великої й неподільної росії"
"дерева власне їхнє коріння руйнують історичні памятки більше ніж будь що інше" "дерева власне їхня коріння руйнують історичні памятки більше ніж будь що інше"
"у голосі його бриніла похмура неприязнь і рогволод одчув се" "у голосі його бриніла похмура непризнь і рогволод одчув се"
"відчайдух про дуже хоробру сміливу людину" "і чай дух про дуже хоробру сміливу людину"
шануватийму шануватиймо
"не відаю якої проказав харя всі вжем переказав" "не відаю якої проказав харя всі вже м переказав"
"мабути передражнив його князь та не став сваритися гукни сюди" "мабутипередражнив його князь та не став сваритися гукни сюди"
"йду воювати за україну з золотим левиком на рукаві" "йду воювати за україну золотим левиком на рукаві"
"паротяг що зарився колесами у гніздо стояв цапки" "паротяг що зарився колесами у гніздо стояв цабки"
"мій побратим вкляк біля ворона заглиблений у молитву" "мій побратим в кляк біля ворона заглиблений у молитку"
"новий командир бригади москаль колишній царський офіцер безперечно першокласний командир" "новий командирбригади москаль колишній царський офіцербезперечно першокласний командир"
"на місті колишньої церкви і по сьогоднішній час стоїть дзвіниця" "на місці колишньої церкви і по сьогоднішній час стоїть дзвіниця"
"довга нудна патетична на соціальних нотах не кидає вогню в національне серце" "довга нудна патетична на соціальних нодах не кидає вогню в національне серце"
"це дасть багато інформації про тутешнє життя" "це десь багато інформації про тутешнє життя"
"надьсаллаш завжди входив до числа цих привілейованих яських сіл" "не сала ж завжди входив до числа цих привілейованих яських сіл"
"то ми вас із дочкою і в холодному яру знайдемо" "та ми вас із дочкою і в холодному яру знайдемо"
"чому інтернаціонал напочатку ви в україні а наш народний гімн ще не вмерла" "чому інтернаціонално початку ви в україні а наш народний і ще не вмерла"
"я з тією сволотою не хотів і не хочу мати діла" "я з цієюсьволотою не хотів і не хочу мати діла"
"відчувалося що махно це клубок розшарпаних нервів загнузданих міцною волею" "відчувалася що махноцей клубок розшарпаних нервів загнузданих міцною волею"
"в таку щасливую годину" "в таку щасливу й годину"
"наступного дня впіймали шпигуна червоних" "наступного дня впіймали жпигуна червоних"
"садив крутенько гайдука" "садивкрутенько гайдука"
"кажи хай увійдуть" "кажи хай увідузь"
"поліно смерть йому дало" "поліно смерть йому дала"
"щоб був козак а не мугир" "щоб був козак анемугир"
"що в хуторі зжила ввесь вік" "що в хуторі з жила весь вік"
"спалахнула заграва і над дніпром у напрямку моста" "спалахнула заграва і на дніпром у напрямку моста"
"і навіть якщо б вони були живі чи памятали б вони" "і навіть якщо б вони були живі чи памятали вони"
"було з диявола лихе" "було з диявла лихе"
"і лиш гляди то й заходились" "і ли ж гляди то й заходились"
"і тут сього ж понюхав чаду" "і тут цього ж понюхав чаду"
"ви не знаєте до такоїто вулиці далеко" "ви не знаєте до такої то вулиці далеко"
"набоїв у середньому по сто пятдесят на рушницю по тисячі на кулемет" "набоїв у середньому постовпятдесят на рушницю по тисячі на кулемет"
"рудько с" "русько с"
"основною первинною ланкою суспільства імперії була айлью" "основною провину ірландскої суспільства імперії була айю"
"і сам навіки зуби стяв" "і сам на віті зуби стяв"
"щасти боже" "шести боже"
"близько девятої вїхала до бондурової червона кіннота" "близько девятої вїхала до бондурової червона кінлота"
"мова про арабатську косу" "мова про арабацьку косу"
"вхвативсь за бороду кудлату" "хвотивсь за бороду кутлату"
"обходжу монастир і вертаю понад мельничанською дорогою" "обходжу монастир і вертаю понад вольничанською дорогою"
"рельєф являє собою хвилясту рівнину" "рельєв являє собою хвилясту рівнину"
"добрі бібліотеки і муніципальні басейни" "добрі бібліотеки і уніципальні басейні"
"здається юрку цієї осені не на жарт повіє огонь з холодного яру" "здається юрку цієї осині не на жарт повіє огонь з холодного яру"
"два кацапчуки після допиту збільшили число мертвяків" "два кацапчуки після допиту збільшили чисомертвяків"
"і із сього князька зробила" "і з сього князька зробила"
"замерз сиваш який рідко коли замерзає" "замерзсваш який рідко коли замерзає"
"відповідає неохоче" "відповідає деохорче"
"левадний підліз прямо по колії" "ливатний під ліс прямо по колії"
"досидів так до вечора" "до сидів так до вечора"
"ворожа лава проминула вже балку а василенко не стріляв" "ворожа лава проминула вже балку але селенко не стріляв"
"коні дістали батогів і рушили скоріше" "коні дістали батугів і рушили скоріше"
"печінок легкого кишок" "печінок легкого кішок"
"не всякая їй любився зять" "не всякая їй любивсязяць"
"потомлені вязні засипали" "потом ані вязні засипали"
"в результаті виявилося по одному вбитому з кожного боку" "в результаті виявилася по одному впитому з кожного боку"
"позаду почувся веселий гомін і гуркіт підводи" "зразу почувся веселий хомін і гуркіт підводу"
"учителювала у златополі тепер звільнилася і йду додому у звенигородку" "учителювала узатополі тепер звільнилися і йду додому у звинигородку"
"та чорноліський полк був у рейді" "та чорноліський полк був у раді"
"на відміну від цивілізованих болгарських і турецьких" "на вітміновід цивілізованих болгарських і турецьких"
"тіше тіше таваріщі" "тішетіше таваріщі"
"на злеє всякий ма охоту" "на зле є всякий маохоту"
"одягнений у темно зелену чумарку черкеського крою з дорогою срібною шаблею" "удягини у темну зелену чумаркучеркеського кровю з дорогою срідною шаблею"
"тим часом голий увірветься з протилежного боку" "тим часом голий увірвиться з протилежного боку"
"тут над суботовом стоїть домовина україни церква богдана" "тут над суботовим стоїть до мобина україни церква богдана"
"селяни мусили шукати бодай якоїсь їжі" "селяни мусили шукати бо до якоїсь їжі"
"коли розвідник закінчив доповідь зібрання задоволено загуло" "коли й розвідник закінчив доповідь зібрання задоволено за голу"
"дядько почухав штани" "дівазько почухав штани"
"самі китайці" "самі ті тайці"
"а буквально за тиждень потому саме він запропонував кандидатуру свого приятеля антона которовича" "або коло за тиждень по тому саме й він запропонував кандидатуру свого приїтеля антона котороовича"
"каже наш чоловік" "каже на чоловік"
"і гострий як на бритві сталь" "і гострий як на бритвісталь"
"перед же вів сам пан еней" "перед жидів сам пан еней"
"під вечір атмосфера ще більше напружилася" "підвечір атмосфера ще більше напружилася"
"той виступив наперед" "той виступив на перед"
синоніми синонім
"вирушай бє життя через край" "вирушайбє життя через край"
"та й сам еней сподар і паню" "та й сам мене й сподар і паню"
"деркач приставив до кожної групи людей які добре знали містечко і пояснив завдання" "деркач приставив до кожної групи людей які добре знали містечку і пояснив завдання"
"його кремезні плечі згорбилися обличчя почорніло" "його кремезні плечі згорбилися обличчя по чорнілу"
"вічна память ворона знав я добре" "віч на память ворона знав я добре"
"до села де стоять вісімдевять верст від розуміївських хуторів" "до села до стоять вісім десять верст від розуміївських хутурів"
"одесса чи не найкраще місце для відпочинку" "одеса чи не найкраще місце для відпочинку"
"ще за годинупівтори від третього куреня прискакав звязковий із запискою від кваші" "ще за годину півтори від третього курення прискакав звязковий із записку відкваші"
"шемет с" "шавет с"
"що вкраїна була і ще буде жить" "щоб країна була і ще буде жить"
"так би сразу і сказалі што в камандіровку" "так би зразу й сказалі штовкомандіровку"
"не маю сумнівів що шляхетна тварина зрозуміла мій намір" "не маю сумнівів що шляхетна тварина зрозуміла мій набір"
"будемо летіти світом мріями нестись" "будемо лечіти світом мріминестись"
"через те що програм багато а вимоги різні завжди може знайтися шахрай" "через те ще програм багато а вимоги різні завжди може знайтися жахраню"
